0,-4.73836505012e-19
1,-4.73836505012e-19
2,-4.73836505012e-19
3,-4.80146676386e-19
4,-4.80146676386e-19
5,-4.80146676386e-19
6,-4.80146676386e-19
7,-4.80146676386e-19
8,-4.80146676386e-19
9,-4.80146676386e-19
10,-4.80146676386e-19
11,-4.80146676386e-19
12,-4.78544407166e-19
13,-4.78544407166e-19
14,-4.78544407166e-19
15,-4.78544407166e-19
16,-4.78544407166e-19
17,-4.62592926927e-19
18,-4.62592926927e-19
19,-4.62592926927e-19
20,-4.62592926927e-19
21,-4.62592926927e-19
22,-4.75649985348e-19
23,-4.75649985348e-19
24,-4.75649985348e-19
25,-4.75649985348e-19
26,-4.75649985348e-19
27,-4.75649985348e-19
28,-4.75649985348e-19
29,-4.75649985348e-19
30,-4.75649985348e-19
31,-4.75649985348e-19
32,-4.75649985348e-19
33,-4.75649985348e-19
34,-4.75649985348e-19
35,-4.75649985348e-19
36,-4.75649985348e-19
37,-4.75649985348e-19
38,-4.75649985348e-19
39,-4.75649985348e-19
40,-4.75649985348e-19
41,-4.75649985348e-19
42,-4.75649985348e-19
43,-4.75649985348e-19
44,-4.75649985348e-19
45,-4.75649985348e-19
46,-4.75649985348e-19
47,-4.75649985348e-19
48,-4.75649985348e-19
49,-4.75649985348e-19
50,-4.75649985348e-19
51,-4.75649985348e-19
52,-4.75649985348e-19
53,-4.75649985348e-19
54,-4.75649985348e-19
55,-4.75649985348e-19
56,-4.75649985348e-19
57,-4.75649985348e-19
58,-4.75649985348e-19
59,-4.75649985348e-19
60,-4.75649985348e-19
61,-4.75649985348e-19
62,-4.75649985348e-19
63,-4.75649985348e-19
64,-4.75649985348e-19
65,-4.75649985348e-19
66,-4.75649985348e-19
67,-4.75649985348e-19
68,-4.75649985348e-19
69,-4.75649985348e-19
70,-4.75649985348e-19
71,-4.75649985348e-19
72,-4.75649985348e-19
73,-4.75649985348e-19
74,-4.75649985348e-19
75,-4.75649985348e-19
76,-4.75649985348e-19
77,-4.75649985348e-19
78,-4.75649985348e-19
79,-4.75649985348e-19
80,-4.75649985348e-19
81,-4.75649985348e-19
82,-4.75649985348e-19
83,-4.75649985348e-19
84,-4.75649985348e-19
85,-4.75649985348e-19
86,-4.75649985348e-19
87,-4.75649985348e-19
88,-4.75649985348e-19
89,-4.75649985348e-19
90,-4.75649985348e-19
